Date,Open,High,Low,Close,Volume,Adj Close
2005-11-07,4994.540039,5033.990234,4983.75,5024.200195,000,5024.200195
2005-11-04,5004.279785,5013.950195,4976.290039,4995.240234,000,4995.240234
2005-11-03,4973.040039,5013.75,4966.330078,5011.00,000,5011.00
2005-11-02,4921.109863,4954.830078,4891.620117,4954.830078,000,4954.830078
2005-11-01,4922.910156,4938.390137,4907.689941,4922.549805,000,4922.549805
2005-10-31,4854.589844,4930.919922,4854.589844,4929.069824,000,4929.069824
2005-10-28,4802.660156,4835.490234,4762.75,4825.640137,000,4825.640137
2005-10-27,4878.350098,4878.350098,4793.100098,4806.049805,000,4806.049805
2005-10-26,4877.029785,4914.939941,4866.569824,4900.790039,000,4900.790039
2005-10-25,4918.040039,4930.890137,4871.890137,4872.970215,000,4872.970215
2005-10-24,4838.25,4905.459961,4836.410156,4901.790039,000,4901.790039
2005-10-21,4846.799805,4870.810059,4831.75,4838.399902,000,4838.399902
2005-10-20,4903.97998,4931.950195,4852.560059,4864.25,000,4864.25
2005-10-19,4902.220215,4902.220215,4825.959961,4845.97998,000,4845.97998
2005-10-18,4982.299805,4993.189941,4943.189941,4947.180176,000,4947.180176
2005-10-17,4987.660156,4999.00,4965.629883,4978.830078,000,4978.830078
2005-10-14,4954.370117,4988.50,4933.160156,4975.560059,000,4975.560059
2005-10-13,4977.740234,4993.580078,4929.109863,4950.069824,000,4950.069824
2005-10-12,5005.25,5017.870117,4955.819824,4981.77002,000,4981.77002
2005-10-11,5020.299805,5065.169922,5020.299805,5032.459961,000,5032.459961
2005-10-10,5027.279785,5057.129883,5006.569824,5022.790039,000,5022.790039
2005-10-07,5004.129883,5032.660156,4984.450195,5007.77002,000,5007.77002
2005-10-06,5037.50,5037.50,4980.620117,5017.27002,000,5017.27002
2005-10-05,5111.660156,5111.660156,5067.209961,5069.419922,000,5069.419922
2005-10-04,5084.700195,5138.02002,5064.799805,5138.02002,000,5138.02002
2005-10-03,5060.990234,5083.560059,5050.220215,5082.069824,000,5082.069824
2005-09-30,5055.859863,5061.839844,5021.140137,5044.120117,000,5044.120117
2005-09-29,5050.870117,5059.859863,5003.97998,5021.169922,000,5021.169922
2005-09-28,4983.640137,5052.350098,4983.640137,5048.740234,000,5048.740234
2005-09-27,4979.839844,4992.629883,4957.290039,4965.879883,000,4965.879883
2005-09-26,4938.180176,5000.169922,4938.180176,4998.160156,000,4998.160156
2005-09-23,4867.040039,4887.459961,4855.580078,4882.580078,000,4882.580078
2005-09-22,4857.509766,4872.529785,4827.859863,4849.009766,000,4849.009766
2005-09-21,4933.560059,4933.560059,4870.700195,4875.220215,000,4875.220215
2005-09-20,4934.029785,4967.310059,4927.97998,4962.859863,000,4962.859863
2005-09-19,4928.140137,4948.899902,4872.640137,4926.129883,000,4926.129883
2005-09-16,4913.740234,5001.790039,4911.740234,4986.50,000,4986.50
2005-09-15,4903.850098,4925.209961,4888.790039,4905.97998,000,4905.97998
2005-09-14,4906.910156,4934.609863,4888.029785,4911.169922,000,4911.169922
2005-09-13,4989.720215,4993.299805,4899.319824,4901.879883,000,4901.879883
2005-09-12,5028.490234,5035.390137,4979.850098,4989.97998,000,4989.97998
2005-09-09,4999.109863,5020.470215,4971.240234,5005.930176,000,5005.930176
2005-09-08,4990.060059,4999.419922,4967.959961,4992.75,000,4992.75
2005-09-07,4977.919922,5004.22998,4967.680176,4988.140137,000,4988.140137
2005-09-06,4903.390137,4969.419922,4901.899902,4968.279785,000,4968.279785
2005-09-05,4853.600098,4909.890137,4850.529785,4909.890137,000,4909.890137
2005-09-02,4841.379883,4861.930176,4819.100098,4837.810059,000,4837.810059
2005-09-01,4846.660156,4874.890137,4816.669922,4842.939941,000,4842.939941
2005-08-31,4795.299805,4834.899902,4791.470215,4829.689941,000,4829.689941
2005-08-30,4828.069824,4837.22998,4784.569824,4791.720215,000,4791.720215
2005-08-29,4756.680176,4815.97998,4726.330078,4812.240234,000,4812.240234
2005-08-26,4860.209961,4878.919922,4783.799805,4783.799805,000,4783.799805
2005-08-25,4886.350098,4886.350098,4847.899902,4856.009766,000,4856.009766
2005-08-24,4907.160156,4920.850098,4874.52002,4915.950195,000,4915.950195
2005-08-23,4925.359863,4931.740234,4897.140137,4917.740234,000,4917.740234
2005-08-22,4933.740234,4954.410156,4929.189941,4941.689941,000,4941.689941
2005-08-19,4854.890137,4930.830078,4851.879883,4929.910156,000,4929.910156
2005-08-18,4876.600098,4884.140137,4834.160156,4851.27002,000,4851.27002
2005-08-17,4872.330078,4881.299805,4841.339844,4871.459961,000,4871.459961
2005-08-16,4939.72998,4953.459961,4875.919922,4883.810059,000,4883.810059
2005-08-15,4935.220215,4951.330078,4916.089844,4922.339844,000,4922.339844
2005-08-12,4969.240234,4972.72998,4929.779785,4937.330078,000,4937.330078
2005-08-11,4966.640137,4981.109863,4938.149902,4953.930176,000,4953.930176
2005-08-10,4920.77002,4990.569824,4920.77002,4990.569824,000,4990.569824
2005-08-09,4835.830078,4909.47998,4835.350098,4909.47998,000,4909.47998
2005-08-08,4837.049805,4862.27002,4827.299805,4837.859863,000,4837.859863
2005-08-05,4856.629883,4868.200195,4827.180176,4827.180176,000,4827.180176
2005-08-04,4922.589844,4930.399902,4870.430176,4874.060059,000,4874.060059
2005-08-03,4930.410156,4934.939941,4901.509766,4923.120117,000,4923.120117
2005-08-02,4894.459961,4933.399902,4894.220215,4932.870117,000,4932.870117
2005-08-01,4882.390137,4912.390137,4878.169922,4890.850098,000,4890.850098
2005-07-29,4896.459961,4913.02002,4874.779785,4886.50,000,4886.50
2005-07-28,4870.069824,4900.290039,4859.939941,4892.50,000,4892.50
2005-07-27,4844.060059,4858.640137,4839.77002,4855.350098,000,4855.350098
2005-07-26,4835.790039,4858.240234,4827.890137,4843.490234,000,4843.490234
2005-07-25,4843.689941,4853.029785,4819.419922,4842.700195,000,4842.700195
2005-07-22,4826.149902,4852.359863,4815.410156,4836.899902,000,4836.899902
2005-07-21,4803.77002,4865.720215,4803.290039,4829.870117,000,4829.870117
2005-07-20,4759.509766,4785.919922,4757.560059,4784.50,000,4784.50
2005-07-19,4725.720215,4770.540039,4719.290039,4770.540039,000,4770.540039
2005-07-18,4717.589844,4732.700195,4705.290039,4719.569824,000,4719.569824
2005-07-15,4702.00,4723.649902,4691.200195,4712.899902,000,4712.899902
2005-07-14,4686.799805,4715.470215,4686.799805,4699.27002,000,4699.27002
2005-07-13,4656.910156,4682.819824,4655.919922,4679.890137,000,4679.890137
2005-07-12,4661.77002,4666.080078,4637.620117,4653.029785,000,4653.029785
2005-07-11,4616.359863,4663.379883,4616.359863,4663.379883,000,4663.379883
2005-07-08,4560.430176,4597.970215,4559.569824,4597.970215,000,4597.970215
2005-07-07,4595.22998,4595.22998,4444.939941,4530.180176,000,4530.180176
2005-07-06,4607.569824,4636.959961,4607.569824,4615.490234,000,4615.490234
2005-07-05,4621.419922,4624.080078,4578.080078,4603.649902,000,4603.649902
2005-07-04,4620.859863,4627.350098,4610.310059,4623.410156,000,4623.410156
2005-07-01,4584.439941,4623.799805,4579.509766,4617.069824,000,4617.069824
2005-06-30,4577.560059,4607.209961,4576.029785,4586.279785,000,4586.279785
2005-06-29,4569.290039,4597.160156,4560.080078,4583.629883,000,4583.629883
2005-06-28,4530.790039,4557.459961,4528.419922,4557.459961,000,4557.459961
2005-06-27,4547.27002,4547.27002,4517.439941,4523.819824,000,4523.819824
2005-06-24,4602.350098,4602.350098,4561.370117,4566.47998,000,4566.47998
2005-06-23,4624.790039,4637.339844,4604.189941,4627.47998,000,4627.47998
2005-06-22,4610.410156,4635.709961,4599.169922,4619.600098,000,4619.600098
2005-06-21,4600.149902,4615.870117,4594.97998,4608.109863,000,4608.109863
2005-06-20,4601.990234,4603.100098,4560.490234,4586.859863,000,4586.859863
2005-06-17,4588.200195,4623.580078,4585.029785,4604.569824,000,4604.569824
2005-06-16,4563.75,4585.790039,4554.419922,4579.870117,000,4579.870117
2005-06-15,4601.470215,4608.290039,4537.910156,4548.419922,000,4548.419922
2005-06-14,4593.810059,4598.810059,4579.319824,4591.689941,000,4591.689941
2005-06-13,4597.330078,4604.25,4567.089844,4599.209961,000,4599.209961
2005-06-10,4580.910156,4601.049805,4571.319824,4586.100098,000,4586.100098
2005-06-09,4550.919922,4568.200195,4535.509766,4562.75,000,4562.75
2005-06-08,4552.089844,4567.129883,4543.75,4557.290039,000,4557.290039
2005-06-07,4507.609863,4570.430176,4507.609863,4566.009766,000,4566.009766
2005-06-06,4514.589844,4521.890137,4490.120117,4497.259766,000,4497.259766
2005-06-03,4544.72998,4551.890137,4501.169922,4510.390137,000,4510.390137
2005-06-02,4521.709961,4542.830078,4515.040039,4532.169922,000,4532.169922
2005-06-01,4467.319824,4530.069824,4467.040039,4527.169922,000,4527.169922
2005-05-31,4480.00,4480.680176,4459.200195,4460.629883,000,4460.629883
2005-05-30,4445.209961,4482.02002,4440.359863,4480.430176,000,4480.430176
2005-05-27,4442.660156,4453.009766,4431.589844,4444.709961,000,4444.709961
2005-05-26,4391.580078,4442.939941,4389.290039,4436.600098,000,4436.600098
2005-05-25,4393.430176,4404.560059,4377.319824,4389.540039,000,4389.540039
2005-05-24,4412.419922,4413.589844,4382.910156,4396.640137,000,4396.640137
2005-05-23,4383.02002,4410.72998,4374.490234,4406.950195,000,4406.950195
2005-05-20,4358.660156,4379.569824,4351.330078,4360.680176,000,4360.680176
2005-05-19,4338.169922,4364.410156,4337.529785,4360.419922,000,4360.419922
2005-05-18,4273.990234,4326.209961,4268.629883,4324.600098,000,4324.600098
2005-05-17,4274.290039,4276.930176,4232.669922,4251.77002,000,4251.77002
2005-05-16,4266.819824,4273.879883,4251.990234,4262.180176,000,4262.180176
2005-05-13,4255.620117,4275.810059,4241.669922,4275.700195,000,4275.700195
2005-05-12,4265.220215,4280.689941,4255.379883,4267.049805,000,4267.049805
2005-05-11,4246.879883,4273.279785,4232.399902,4244.160156,000,4244.160156
2005-05-10,4299.640137,4306.180176,4245.259766,4251.129883,000,4251.129883
2005-05-09,4305.689941,4306.319824,4277.640137,4292.410156,000,4292.410156
2005-05-06,4297.140137,4314.97998,4276.160156,4311.060059,000,4311.060059
2005-05-05,4271.029785,4306.149902,4271.029785,4299.509766,000,4299.509766
2005-05-04,4249.189941,4264.799805,4225.209961,4264.350098,000,4264.350098
2005-05-03,4229.990234,4245.669922,4218.060059,4245.540039,000,4245.540039
2005-05-02,4208.629883,4235.640137,4205.049805,4224.02002,000,4224.02002
2005-04-29,4163.22998,4208.319824,4159.660156,4184.839844,000,4184.839844
2005-04-28,4204.720215,4215.350098,4159.870117,4178.100098,000,4178.100098
2005-04-27,4219.649902,4219.649902,4157.509766,4189.02002,000,4189.02002
2005-04-26,4247.049805,4247.470215,4209.950195,4233.759766,000,4233.759766
2005-04-25,4214.970215,4249.859863,4204.930176,4246.959961,000,4246.959961
2005-04-22,4210.180176,4235.399902,4208.75,4223.040039,000,4223.040039
2005-04-21,4160.259766,4210.819824,4159.950195,4193.700195,000,4193.700195
2005-04-20,4215.189941,4224.209961,4166.529785,4178.620117,000,4178.620117
2005-04-19,4211.259766,4225.560059,4192.330078,4204.609863,000,4204.609863
2005-04-18,4266.27002,4266.27002,4182.859863,4202.200195,000,4202.200195
2005-04-15,4381.450195,4384.509766,4309.25,4312.25,000,4312.25
2005-04-14,4385.609863,4422.879883,4380.870117,4402.049805,000,4402.049805
2005-04-13,4395.339844,4410.950195,4393.060059,4405.689941,000,4405.689941
2005-04-12,4395.879883,4401.799805,4366.25,4372.120117,000,4372.120117
2005-04-11,4388.810059,4406.109863,4380.47998,4396.089844,000,4396.089844
2005-04-08,4399.439941,4413.240234,4393.430176,4400.680176,000,4400.680176
2005-04-07,4368.350098,4394.180176,4354.779785,4389.52002,000,4389.52002
2005-04-06,4373.160156,4379.180176,4360.810059,4379.180176,000,4379.180176
2005-04-05,4356.620117,4366.709961,4352.850098,4362.609863,000,4362.609863
2005-04-04,4355.839844,4357.970215,4323.240234,4341.390137,000,4341.390137
2005-04-01,4348.029785,4393.200195,4347.529785,4373.529785,000,4373.529785
2005-03-31,4369.27002,4376.27002,4344.629883,4348.77002,000,4348.77002
2005-03-30,4325.970215,4347.52002,4320.009766,4347.52002,000,4347.52002
2005-03-29,4331.959961,4352.149902,4308.919922,4351.890137,000,4351.890137
2005-03-24,4325.240234,4347.720215,4315.72998,4343.600098,000,4343.600098
2005-03-23,4291.379883,4325.200195,4275.549805,4317.200195,000,4317.200195
2005-03-22,4301.240234,4323.959961,4281.75,4320.689941,000,4320.689941
2005-03-21,4322.470215,4336.810059,4295.390137,4296.359863,000,4296.359863
2005-03-18,4316.930176,4339.50,4310.459961,4327.180176,000,4327.180176
2005-03-17,4307.72998,4322.819824,4295.700195,4315.919922,000,4315.919922
2005-03-16,4378.959961,4384.77002,4301.379883,4309.109863,000,4309.109863
2005-03-15,4370.379883,4392.169922,4369.839844,4387.689941,000,4387.689941
2005-03-14,4353.72998,4371.279785,4340.02002,4367.299805,000,4367.299805
2005-03-11,4359.930176,4379.939941,4353.560059,4360.490234,000,4360.490234
2005-03-10,4358.290039,4365.410156,4330.209961,4337.680176,000,4337.680176
2005-03-09,4395.240234,4428.540039,4365.22998,4375.600098,000,4375.600098
2005-03-08,4417.109863,4422.890137,4388.109863,4396.50,000,4396.50
2005-03-07,4424.77002,4435.310059,4417.560059,4428.089844,000,4428.089844
2005-03-04,4380.72998,4424.279785,4373.299805,4423.52002,000,4423.52002
2005-03-03,4378.720215,4399.879883,4371.649902,4373.27002,000,4373.27002
2005-03-02,4374.950195,4396.669922,4363.859863,4393.430176,000,4393.430176
2005-03-01,4345.240234,4388.419922,4335.040039,4383.620117,000,4383.620117
2005-02-28,4360.339844,4375.799805,4346.240234,4350.490234,000,4350.490234
2005-02-25,4327.700195,4352.160156,4327.100098,4348.640137,000,4348.640137
2005-02-24,4304.740234,4311.680176,4288.620117,4304.290039,000,4304.290039
2005-02-23,4293.649902,4310.660156,4276.009766,4310.660156,000,4310.660156
2005-02-22,4347.299805,4350.100098,4304.549805,4323.209961,000,4323.209961
2005-02-21,4363.209961,4373.149902,4342.209961,4353.339844,000,4353.339844
2005-02-18,4363.470215,4387.47998,4351.02002,4359.470215,000,4359.470215
2005-02-17,4370.319824,4387.899902,4359.629883,4369.680176,000,4369.680176
2005-02-16,4392.790039,4392.790039,4348.660156,4368.77002,000,4368.77002
2005-02-15,4386.330078,4409.089844,4377.299805,4402.029785,000,4402.029785
2005-02-14,4395.370117,4398.790039,4372.52002,4386.399902,000,4386.399902
2005-02-11,4355.220215,4391.790039,4355.220215,4387.799805,000,4387.799805
2005-02-10,4362.540039,4367.910156,4338.959961,4342.009766,000,4342.009766
2005-02-09,4373.47998,4387.220215,4344.459961,4353.149902,000,4353.149902
2005-02-08,4369.069824,4376.600098,4356.450195,4371.390137,000,4371.390137
2005-02-07,4342.75,4373.899902,4342.75,4366.350098,000,4366.350098
2005-02-04,4295.390137,4340.27002,4295.25,4339.279785,000,4339.279785
2005-02-03,4297.160156,4302.399902,4273.419922,4281.640137,000,4281.640137
2005-02-02,4282.549805,4300.049805,4279.899902,4296.310059,000,4296.310059
2005-02-01,4256.649902,4281.049805,4249.689941,4279.970215,000,4279.970215
2005-01-31,4211.859863,4258.410156,4211.859863,4254.850098,000,4254.850098
2005-01-28,4225.359863,4235.339844,4188.209961,4201.810059,000,4201.810059
2005-01-27,4209.930176,4224.299805,4185.629883,4216.410156,000,4216.410156
2005-01-26,4235.799805,4245.080078,4211.609863,4214.120117,000,4214.120117
2005-01-25,4193.540039,4241.339844,4189.509766,4233.950195,000,4233.950195
2005-01-24,4195.370117,4201.890137,4160.830078,4201.890137,000,4201.890137
2005-01-21,4213.279785,4221.830078,4198.339844,4213.700195,000,4213.700195
2005-01-20,4230.740234,4230.740234,4198.939941,4220.430176,000,4220.430176
2005-01-19,4259.669922,4269.72998,4241.040039,4245.549805,000,4245.549805
2005-01-18,4239.540039,4256.220215,4207.740234,4250.709961,000,4250.709961
2005-01-17,4235.939941,4254.379883,4235.939941,4245.509766,000,4245.509766
2005-01-14,4191.140137,4236.089844,4191.140137,4232.359863,000,4232.359863
2005-01-13,4218.209961,4234.089844,4200.620117,4212.140137,000,4212.140137
2005-01-12,4257.640137,4258.339844,4193.240234,4208.819824,000,4208.819824
2005-01-11,4305.859863,4314.379883,4247.779785,4258.009766,000,4258.009766
2005-01-10,4311.859863,4324.379883,4291.25,4307.370117,000,4307.370117
2005-01-07,4297.990234,4325.77002,4288.259766,4316.399902,000,4316.399902
2005-01-06,4260.370117,4300.990234,4260.370117,4300.939941,000,4300.939941
2005-01-05,4262.209961,4274.649902,4242.069824,4258.240234,000,4258.240234
2005-01-04,4281.629883,4306.689941,4276.549805,4290.50,000,4290.50
2005-01-03,4260.919922,4310.299805,4251.370117,4291.529785,000,4291.529785
2004-12-30,4254.379883,4261.959961,4251.060059,4256.080078,21565400,4256.080078
2004-12-29,4270.560059,4272.180176,4240.02002,4247.75,000,4247.75
2004-12-28,4253.810059,4262.049805,4242.589844,4261.790039,000,4261.790039
2004-12-27,4254.410156,4262.240234,4235.359863,4235.359863,000,4235.359863
2004-12-23,4234.049805,4253.680176,4234.049805,4251.620117,000,4251.620117
2004-12-22,4232.439941,4252.200195,4229.830078,4241.279785,000,4241.279785
2004-12-21,4201.430176,4221.609863,4199.419922,4214.390137,000,4214.390137
2004-12-20,4178.169922,4227.689941,4176.379883,4211.549805,000,4211.549805
2004-12-17,4235.779785,4241.819824,4173.589844,4182.27002,000,4182.27002
2004-12-16,4216.359863,4235.779785,4216.049805,4233.709961,000,4233.709961
2004-12-15,4239.390137,4243.759766,4211.930176,4213.689941,000,4213.689941
2004-12-14,4234.359863,4250.049805,4224.180176,4231.299805,000,4231.299805
2004-12-13,4189.339844,4228.990234,4188.209961,4219.240234,000,4219.240234
2004-12-10,4167.540039,4182.959961,4153.410156,4174.549805,000,4174.549805
2004-12-09,4197.950195,4206.609863,4131.240234,4150.410156,000,4150.410156
2004-12-08,4185.069824,4213.430176,4172.549805,4201.350098,000,4201.350098
2004-12-07,4197.50,4231.459961,4192.279785,4212.620117,000,4212.620117
2004-12-06,4199.25,4204.439941,4184.359863,4193.910156,000,4193.910156
2004-12-03,4225.379883,4233.52002,4191.100098,4208.870117,000,4208.870117
2004-12-02,4202.720215,4227.830078,4186.330078,4216.399902,000,4216.399902
2004-12-01,4108.549805,4187.709961,4107.620117,4186.029785,000,4186.029785
2004-11-30,4161.620117,4165.52002,4113.47998,4126.00,000,4126.00
2004-11-29,4160.890137,4219.049805,4146.97998,4146.97998,000,4146.97998
2004-11-26,4147.029785,4159.129883,4135.529785,4154.27002,000,4154.27002
2004-11-25,4137.060059,4161.549805,4131.129883,4160.350098,000,4160.350098
2004-11-24,4140.25,4140.25,4114.27002,4125.299805,000,4125.299805
2004-11-23,4143.720215,4160.220215,4107.399902,4113.370117,000,4113.370117
2004-11-22,4115.910156,4123.97998,4088.590088,4123.97998,000,4123.97998
2004-11-19,4179.759766,4202.450195,4133.220215,4134.890137,000,4134.890137
2004-11-18,4167.149902,4191.040039,4160.279785,4178.680176,000,4178.680176
2004-11-17,4126.600098,4183.410156,4116.209961,4183.410156,000,4183.410156
2004-11-16,4139.490234,4144.02002,4106.870117,4117.220215,000,4117.220215
2004-11-15,4162.930176,4171.97998,4130.109863,4134.339844,000,4134.339844
2004-11-12,4149.009766,4162.370117,4135.879883,4143.350098,000,4143.350098
2004-11-11,4081.060059,4141.149902,4078.090088,4130.810059,000,4130.810059
2004-11-10,4074.429932,4103.509766,4074.429932,4089.129883,000,4089.129883
2004-11-09,4075.629883,4086.060059,4058.98999,4065.330078,000,4065.330078
2004-11-08,4063.830078,4081.01001,4051.610107,4068.969971,000,4068.969971
2004-11-05,4075.01001,4111.779785,4048.050049,4063.580078,000,4063.580078
2004-11-04,4032.610107,4041.379883,4013.870117,4041.379883,000,4041.379883
2004-11-03,4061.409912,4073.530029,4028.23999,4039.040039,000,4039.040039
2004-11-02,4017.830078,4042.360107,4010.600098,4037.570068,000,4037.570068
2004-11-01,3961.179932,4017.850098,3959.25,4012.639893,000,4012.639893
2004-10-29,3965.00,3994.189941,3950.300049,3960.25,000,3960.25
2004-10-28,3951.699951,3975.820068,3947.929932,3959.590088,000,3959.590088
2004-10-27,3882.02002,3929.030029,3866.169922,3929.030029,000,3929.030029
2004-10-26,3861.50,3870.889893,3843.580078,3862.26001,000,3862.26001
2004-10-25,3880.47998,3880.47998,3838.97998,3854.409912,000,3854.409912
2004-10-22,3932.620117,3968.469971,3924.429932,3935.139893,000,3935.139893
2004-10-21,3929.360107,3947.100098,3894.879883,3934.060059,000,3934.060059
2004-10-20,3918.360107,3918.360107,3889.719971,3912.399902,000,3912.399902
2004-10-19,3944.73999,3983.449951,3944.73999,3964.129883,000,3964.129883
2004-10-18,3926.51001,3937.399902,3897.610107,3915.169922,000,3915.169922
2004-10-15,3937.209961,3937.209961,3897.47998,3922.110107,000,3922.110107
2004-10-14,3961.340088,3961.340088,3928.899902,3940.459961,000,3940.459961
2004-10-13,3968.50,4015.699951,3968.50,3976.030029,000,3976.030029
2004-10-12,4011.219971,4011.219971,3943.73999,3957.600098,000,3957.600098
2004-10-11,4011.830078,4026.98999,4004.929932,4017.820068,000,4017.820068
2004-10-08,4028.790039,4065.97998,4001.52002,4015.540039,000,4015.540039
2004-10-07,4062.939941,4077.330078,4034.26001,4043.360107,000,4043.360107
2004-10-06,4046.300049,4062.189941,4030.73999,4049.659912,000,4049.659912
2004-10-05,4034.300049,4078.50,4023.75,4048.709961,000,4048.709961
2004-10-04,4005.639893,4059.27002,4005.639893,4033.280029,000,4033.280029
2004-10-01,3895.149902,3996.110107,3895.149902,3994.959961,000,3994.959961
2004-09-30,3934.590088,3950.659912,3887.830078,3892.899902,000,3892.899902
2004-09-29,3883.590088,3944.129883,3883.590088,3920.360107,000,3920.360107
2004-09-28,3867.50,3888.850098,3848.280029,3882.27002,000,3882.27002
2004-09-27,3905.73999,3905.73999,3859.370117,3874.370117,000,3874.370117
2004-09-24,3900.52002,3917.719971,3887.840088,3910.300049,000,3910.300049
2004-09-23,3927.409912,3929.320068,3895.129883,3905.659912,000,3905.659912
2004-09-22,3989.850098,3999.469971,3935.76001,3942.350098,000,3942.350098
2004-09-21,3977.070068,3998.50,3968.629883,3991.02002,000,3991.02002
2004-09-20,3986.330078,3986.330078,3954.159912,3977.679932,000,3977.679932
2004-09-17,3962.820068,4000.129883,3955.820068,3988.070068,000,3988.070068
2004-09-16,3941.570068,3968.139893,3940.959961,3963.649902,000,3963.649902
2004-09-15,3949.550049,3970.98999,3928.320068,3941.75,000,3941.75
2004-09-14,3954.48999,3955.040039,3933.26001,3947.75,000,3947.75
2004-09-13,3890.290039,3953.310059,3890.290039,3953.310059,000,3953.310059
2004-09-10,3855.409912,3896.600098,3855.409912,3886.030029,000,3886.030029
2004-09-09,3867.969971,3867.969971,3836.040039,3851.219971,000,3851.219971
2004-09-08,3890.689941,3898.72998,3875.399902,3884.159912,000,3884.159912
2004-09-07,3888.540039,3905.110107,3873.530029,3889.040039,000,3889.040039
2004-09-06,3867.449951,3891.620117,3867.449951,3887.580078,000,3887.580078
2004-09-03,3834.679932,3882.780029,3823.199951,3866.98999,000,3866.98999
2004-09-02,3814.98999,3844.530029,3797.97998,3833.449951,000,3833.449951
2004-09-01,3794.169922,3827.870117,3792.25,3817.620117,000,3817.620117
2004-08-31,3829.73999,3829.73999,3778.189941,3785.209961,000,3785.209961
2004-08-30,3848.800049,3852.939941,3818.75,3838.850098,000,3838.850098
2004-08-27,3833.48999,3856.030029,3811.699951,3851.179932,000,3851.179932
2004-08-26,3796.580078,3839.320068,3796.580078,3832.280029,000,3832.280029
2004-08-25,3790.129883,3801.76001,3770.780029,3788.879883,000,3788.879883
2004-08-24,3771.090088,3799.889893,3766.389893,3771.00,000,3771.00
2004-08-23,3722.22998,3782.370117,3722.22998,3772.139893,000,3772.139893
2004-08-20,3716.600098,3723.840088,3689.860107,3712.610107,000,3712.610107
2004-08-19,3729.870117,3758.51001,3706.100098,3722.98999,000,3722.98999
2004-08-18,3704.800049,3728.409912,3677.929932,3726.50,000,3726.50
2004-08-17,3696.209961,3735.840088,3679.219971,3705.72998,000,3705.72998
2004-08-16,3643.080078,3703.409912,3618.580078,3699.110107,000,3699.110107
2004-08-13,3648.889893,3662.780029,3618.689941,3646.98999,000,3646.98999
2004-08-12,3683.659912,3708.330078,3632.449951,3658.110107,000,3658.110107
2004-08-11,3722.610107,3731.449951,3636.959961,3678.909912,000,3678.909912
2004-08-10,3691.610107,3721.310059,3685.919922,3720.639893,000,3720.639893
